Protocol,Source IP,Source Port,Destination IP,Destination Port,Start Time,End Time,Duration,NAT IP,NAT Port,Device,UserID,SubscriberID,CustName,Address,Email,Phone,Alt-Phone,CustID,IP Type,Latitude,Longitude,B-Phone,B-SubscriberID,B-CustName
TCP,77.174.172.93,30191,24.228.61.134,443,2025-08-29-13:24:01,2025-08-29-13:26:18,137,77.174.172.93,0,BRAS-007,user0162,SUB100162,Myra Iyer,"117, JLN Marg, Jaipur, India",myra.iyer509@gmail.com,918252410564,918252410149,CUST200162,dynamic,26.96702,75.80922,+916496508613,SUB265202,Ayaan Yadav
TCP,100.111.122.106,19372,76.38.253.40,443,2025-08-23-01:16:26,2025-08-23-01:18:37,131,95.113.49.226,6011,BRAS-004,user0141,SUB100141,Vihaan Sharma,"7, Bannerghatta Rd, Kolkata, India",vihaan.sharma354@outlook.com,916438889937,916438889679,CUST200141,static,22.60042,88.37753,,SUB748686,Ira Das
UDP,192.168.116.250,14436,121.252.56.50,17379,2025-08-28-00:31:20,2025-08-28-00:34:33,193,204.241.73.59,60961,BRAS-004,user0148,SUB100148,Ira Reddy,"131, Station Rd, Chennai, India",ira.reddy563@example.in,917190340438,917190340279,CUST200148,static,13.09158,80.25954,+919170466132,404451632380716,Diya Jain
ICMP,172.23.72.175,0,69.35.25.175,0,2025-08-29-20:30:23,2025-08-29-20:33:33,190,222.170.172.171,59117,CGNAT-005,user0132,SUB100132,Sara Iyer,"199, Link Road, Kolkata, India",sara.iyer993@example.in,919218501631,919218501999,CUST200132,static,22.58675,88.39428,+917232414724,404459994921094,
TCP,172.19.114.151,45458,9.131.100.228,443,2025-08-26-15:44:47,2025-08-26-15:48:05,198,16.174.45.253,27077,CGNAT-004,user0124,SUB100124,Aditya Gupta,"83, Nehru Marg, Hyderabad, India",aditya.gupta566@outlook.com,917735403317,917735403936,CUST200124,dynamic,17.47215,78.45155,+918851617580,SUB856872,Aadhya Reddy
UDP,10.147.166.151,5153,184.7.235.71,53,2025-08-26-07:22:48,2025-08-26-07:23:30,42,11.69.203.5,44055,BRAS-009,user0041,SUB100041,Ishita Bose,"177, Ring Road, Jaipur, India",ishita.bose462@example.in,916913341232,916913341120,CUST200041,dynamic,26.90151,75.77585,+919383039234,404456664565120,Pari Gupta
TCP,192.168.246.148,16413,166.114.87.151,443,2025-08-29-20:30:21,2025-08-29-20:34:39,258,223.58.214.233,13349,CGNAT-003,user0185,SUB100185,Reyansh Reddy,"194, Ring Road, Mumbai, India",reyansh.reddy995@example.in,916477434902,916477434158,CUST200185,static,19.07634,72.91757,,SUB437539,Ananya Das
TCP,100.114.175.137,56628,93.49.98.100,5061,2025-08-29-21:46:27,2025-08-29-21:47:01,34,59.68.243.216,47919,CGNAT-001,user0014,SUB100014,Reyansh Verma,"67, Church Street, Mumbai, India",reyansh.verma958@yahoo.com,916361939909,916361939699,CUST200014,dynamic,19.08838,72.89062,+916885892343,SUB333861,Ishaan Verma
TCP,100.98.218.148,44186,82.26.33.165,22,2025-08-24-23:16:36,2025-08-24-23:19:45,189,41.245.1.13,25486,CGNAT-001,user0254,SUB100254,Ishita Nair,"229, JLN Marg, Ahmedabad, India",ishita.nair138@example.in,917143866322,917143866026,CUST200254,dynamic,23.00571,72.58535,+917926625073,SUB734241,
UDP,100.87.208.167,23793,208.113.54.85,53,2025-08-24-18:00:16,2025-08-24-18:01:29,73,119.173.10.253,65479,CGNAT-003,user0152,SUB100152,Aditya Nair,"248, Gandhi Path, Mumbai, India",aditya.nair224@example.in,916684577590,916684577751,CUST200152,static,19.07416,72.84611,+916692297956,404457807179321,Vivaan Sharma
TCP,100.69.136.83,59008,91.209.182.29,443,2025-08-24-16:59:12,2025-08-24-16:59:37,25,154.38.160.102,17617,CGNAT-004,user0043,SUB100043,Reyansh Tiwari,"11, Gandhi Path, Jaipur, India",reyansh.tiwari613@gmail.com,918994717464,918994717877,CUST200043,dynamic,26.89832,75.78767,+917245196152,SUB275920,Pari Jain
TCP,172.30.60.97,61205,153.74.119.250,80,2025-08-27-19:40:06,2025-08-27-19:40:54,48,87.236.149.244,34208,BRAS-006,user0058,SUB100058,Saanvi Verma,"10, Nehru Marg, Chennai, India",saanvi.verma969@gmail.com,917709859317,917709859612,CUST200058,dynamic,13.08968,80.27136,+917726261124,SUB150484,Aarav Das
TCP,146.221.132.136,10167,20.237.34.140,80,2025-08-23-15:15:16,2025-08-23-15:17:51,155,146.221.132.136,0,BRAS-004,user0027,SUB100027,Ayaan Tiwari,"39, Church Street, Chennai, India",ayaan.tiwari142@gmail.com,917487347143,917487347558,CUST200027,dynamic,13.06859,80.25153,+918306345303,SUB970874,
ICMP,139.67.94.203,0,147.81.165.219,0,2025-08-29-09:16:26,2025-08-29-09:19:10,164,139.67.94.203,0,BRAS-006,user0014,SUB100014,Reyansh Verma,"67, Church Street, Mumbai, India",reyansh.verma958@yahoo.com,916361939909,916361939699,CUST200014,dynamic,19.08838,72.89062,+919671870816,,Ananya Khan
TCP,192.168.125.59,48986,133.235.66.122,22,2025-08-24-14:18:05,2025-08-24-14:20:22,137,29.238.142.192,22355,BRAS-008,user0002,SUB100002,Sara Verma,"72, Bannerghatta Rd, Hyderabad, India",sara.verma390@gmail.com,919184959310,919184959413,CUST200002,dynamic,17.32647,78.44763,+919195550001,404458824170833,Arjun Reddy
TCP,100.108.4.239,15822,116.34.172.177,5222,2025-08-28-06:51:24,2025-08-28-06:54:08,164,192.102.152.229,7998,BRAS-001,user0068,SUB100068,Pari Nair,"192, JLN Marg, Lucknow, India",pari.nair94@gmail.com,918024455022,918024455612,CUST200068,static,26.85611,80.97134,+918101885257,404453855853035,Saanvi Das
UDP,129.39.163.104,53448,36.244.124.54,32610,2025-08-29-11:09:40,2025-08-29-11:11:45,125,129.39.163.104,0,BRAS-008,user0135,SUB100135,Vihaan Sharma,"134, Park Street, Pune, India",vihaan.sharma586@outlook.com,916581995604,916581995618,CUST200135,dynamic,18.49875,73.86619,+918324077564,,Anika Nair
UDP,192.168.211.67,42852,6.4.118.222,22642,2025-08-29-01:07:56,2025-08-29-01:10:05,129,53.145.4.53,36542,BRAS-010,user0004,SUB100004,Vivaan Tiwari,"144, JLN Marg, Ahmedabad, India",vivaan.tiwari763@outlook.com,918641395376,918641395242,CUST200004,dynamic,23.022,72.54581,+917996546706,404452024506117,Sai Reddy
UDP,172.29.62.21,5699,115.221.141.50,24688,2025-08-29-15:21:41,2025-08-29-15:24:50,189,198.172.97.232,45620,CGNAT-001,user0150,SUB100150,Muhammad Tiwari,"181, Nehru Marg, Kolkata, India",muhammad.tiwari332@outlook.com,918962923309,918962923849,CUST200150,dynamic,22.62442,88.31788,+916471369494,404453254708471,Ayaan Khan
TCP,10.178.164.60,23513,53.92.224.0,443,2025-08-27-15:36:07,2025-08-27-15:38:56,169,152.249.191.181,20698,CGNAT-005,user0082,SUB100082,Reyansh Pandey,"232, JLN Marg, Mumbai, India",reyansh.pandey461@yahoo.com,917924075818,917924075412,CUST200082,static,19.10115,72.85061,+917910075554,404456886215076,Ira Mehta
TCP,10.173.218.164,3089,89.251.180.110,443,2025-08-29-09:18:45,2025-08-29-09:19:32,47,125.200.7.163,65053,CGNAT-005,user0125,SUB100125,Ira Mehta,"222, Church Street, Hyderabad, India",ira.mehta577@gmail.com,918445877175,918445877556,CUST200125,static,17.37395,78.49695,+917411085739,SUB260265,Ira Nair
ICMP,98.61.201.6,0,108.54.45.36,0,2025-08-24-21:22:35,2025-08-24-21:24:41,126,98.61.201.6,0,CGNAT-001,user0190,SUB100190,Aarohi Pandey,"55, Gandhi Path, Chennai, India",aarohi.pandey453@outlook.com,918447132475,918447132691,CUST200190,dynamic,13.08594,80.30999,+919176051834,SUB699085,Pari Nair
TCP,175.82.53.189,33156,9.230.97.75,5061,2025-08-26-03:09:40,2025-08-26-03:11:57,137,175.82.53.189,0,CGNAT-005,user0042,SUB100042,Krishna Sharma,"37, Station Rd, Mumbai, India",krishna.sharma847@yahoo.com,917447134936,917447134832,CUST200042,static,19.04012,72.89231,,,Pari Shah
TCP,10.21.61.45,55460,116.102.80.158,80,2025-08-26-12:17:01,2025-08-26-12:22:19,318,62.209.216.249,48490,BRAS-008,user0114,SUB100114,Krishna Bose,"57, Church Street, Jaipur, India",krishna.bose630@yahoo.com,916453017426,916453017414,CUST200114,static,26.8868,75.77868,,,Sai Verma
TCP,100.66.50.170,37240,157.28.146.241,443,2025-08-26-03:27:25,2025-08-26-03:30:03,158,82.167.197.215,21327,BRAS-001,user0194,SUB100194,Arjun Nair,"174, JLN Marg, Kolkata, India",arjun.nair310@example.in,917903494466,917903494743,CUST200194,dynamic,22.58089,88.32152,+919342883047,SUB316638,Riya Yadav
ICMP,10.239.127.111,0,118.146.246.130,0,2025-08-27-20:34:22,2025-08-27-20:37:58,216,129.156.132.197,30150,CGNAT-002,user0098,SUB100098,Vivaan Nair,"177, MG Road, Ahmedabad, India",vivaan.nair75@example.in,918396907844,918396907364,CUST200098,static,23.0418,72.55956,+917691310851,,Sai Pillai
TCP,137.33.52.160,43865,149.237.226.46,5061,2025-08-29-18:48:49,2025-08-29-18:54:19,330,137.33.52.160,0,CGNAT-005,user0276,SUB100276,Pari Gupta,"78, MG Road, Chennai, India",pari.gupta912@outlook.com,917684577600,917684577908,CUST200276,dynamic,13.09159,80.33175,+919832274777,,Aadhya Singh
UDP,100.82.198.229,3633,109.62.72.73,53,2025-08-29-05:38:09,2025-08-29-05:39:34,85,218.130.149.161,11689,BRAS-003,user0108,SUB100108,Sai Patel,"198, Park Street, Lucknow, India",sai.patel978@yahoo.com,918375758441,918375758866,CUST200108,dynamic,26.86284,80.98632,+919837817513,,Saanvi Iyer
TCP,100.79.240.81,51862,197.192.29.6,80,2025-08-26-01:35:50,2025-08-26-01:36:38,48,1.117.16.91,26406,BRAS-010,user0279,SUB100279,Aditya Tiwari,"145, Park Street, Delhi, India",aditya.tiwari553@yahoo.com,916556613906,916556613480,CUST200279,dynamic,28.57657,77.18234,,SUB953321,Arjun Nair
TCP,192.168.221.150,56437,182.189.109.191,443,2025-08-26-04:13:36,2025-08-26-04:15:58,142,174.219.66.99,39268,BRAS-004,user0003,SUB100003,Reyansh Iyer,"197, MG Road, Pune, India",reyansh.iyer864@yahoo.com,918341928327,918341928483,CUST200003,static,18.52424,73.84721,+916625839208,SUB777836,Diya Sharma
TCP,172.27.216.128,2575,93.222.116.103,443,2025-08-23-15:39:17,2025-08-23-15:42:33,196,154.238.199.80,37905,BRAS-001,user0247,SUB100247,Sara Patel,"19, JLN Marg, Chennai, India",sara.patel573@gmail.com,918543937690,918543937268,CUST200247,dynamic,13.07344,80.29877,,SUB925967,Sai Sharma
TCP,192.168.162.133,28458,71.102.34.159,443,2025-08-26-20:17:24,2025-08-26-20:21:17,233,139.33.207.19,7992,CGNAT-003,user0021,SUB100021,Saanvi Nair,"156, JLN Marg, Mumbai, India",saanvi.nair447@yahoo.com,919850142940,919850142965,CUST200021,static,19.05603,72.88466,+917830169277,SUB949816,Ayaan Chopra
TCP,10.67.69.67,32129,35.52.252.197,443,2025-08-29-00:52:40,2025-08-29-00:54:31,111,170.41.238.77,24462,BRAS-006,user0083,SUB100083,Diya Verma,"239, Station Rd, Pune, India",diya.verma327@gmail.com,917750606853,917750606153,CUST200083,dynamic,18.54835,73.86825,+919261762787,SUB919356,
ICMP,172.26.162.95,0,142.175.179.92,0,2025-08-27-17:23:56,2025-08-27-17:29:59,363,50.78.240.248,30259,BRAS-003,user0170,SUB100170,Aditya Das,"27, Park Street, Ahmedabad, India",aditya.das474@gmail.com,917568044206,917568044883,CUST200170,static,22.95376,72.58053,+916326125279,,
TCP,168.0.213.26,13181,29.168.85.132,5222,2025-08-25-01:26:50,2025-08-25-01:27:45,55,168.0.213.26,0,BRAS-008,user0073,SUB100073,Diya Pandey,"131, Church Street, Hyderabad, India",diya.pandey544@gmail.com,916369681645,916369681521,CUST200073,dynamic,17.36664,78.48248,+918817107718,SUB794408,Riya Patel
TCP,192.168.34.27,26629,15.91.196.13,5061,2025-08-25-00:26:34,2025-08-25-00:27:09,35,191.35.240.150,46995,BRAS-004,user0016,SUB100016,Sai Iyer,"142, Park Street, Mumbai, India",sai.iyer761@gmail.com,918278498084,918278498241,CUST200016,dynamic,19.06063,72.85329,+917311651875,,Krishna Shah
TCP,192.168.149.233,20903,62.97.143.76,443,2025-08-23-17:29:25,2025-08-23-17:32:49,204,135.208.28.243,1604,BRAS-007,user0121,SUB100121,Aadhya Patel,"243, Ring Road, Hyderabad, India",aadhya.patel571@gmail.com,917959953428,917959953644,CUST200121,static,17.33227,78.44269,+919237168667,,Reyansh Singh
TCP,100.94.156.17,7515,141.147.138.121,443,2025-08-24-22:49:46,2025-08-24-22:51:57,131,122.142.85.170,15056,BRAS-003,user0036,SUB100036,Aadhya Gupta,"170, Ring Road, Mumbai, India",aadhya.gupta314@outlook.com,916367837770,916367837436,CUST200036,dynamic,19.04842,72.89261,,404459749548275,Aadhya Mehta
UDP,172.29.185.189,57462,131.109.44.32,32036,2025-08-29-20:36:47,2025-08-29-20:38:41,114,130.134.179.201,10553,BRAS-006,user0197,SUB100197,Saanvi Mehta,"191, Nehru Marg, Bengaluru, India",saanvi.mehta229@yahoo.com,918282417248,918282417513,CUST200197,dynamic,12.99266,77.59875,+919649737710,404459767817851,Ira Yadav
TCP,100.117.190.207,62471,104.9.69.101,80,2025-08-29-15:43:26,2025-08-29-15:44:09,43,160.40.220.136,24729,BRAS-002,user0222,SUB100222,Aadhya Singh,"211, MG Road, Kolkata, India",aadhya.singh575@example.in,919886153355,919886153439,CUST200222,static,22.56232,88.31959,+917632208324,404459292644375,Aarohi Sharma
TCP,199.215.127.188,26886,171.241.165.117,5060,2025-08-24-13:36:19,2025-08-24-13:36:42,23,199.215.127.188,0,CGNAT-002,user0023,SUB100023,Diya Iyer,"54, Gandhi Path, Chennai, India",diya.iyer294@yahoo.com,919482366299,919482366680,CUST200023,dynamic,13.10884,80.27741,,,Vihaan Singh
ICMP,172.27.250.77,0,165.98.240.161,0,2025-08-23-23:07:55,2025-08-23-23:10:49,174,32.152.117.179,32439,BRAS-006,user0150,SUB100150,Muhammad Tiwari,"181, Nehru Marg, Kolkata, India",muhammad.tiwari332@outlook.com,918962923309,918962923849,CUST200150,dynamic,22.62442,88.31788,,SUB914174,Pari Kumar
TCP,192.168.127.69,29384,106.213.64.31,443,2025-08-29-20:27:01,2025-08-29-20:29:30,149,197.233.211.196,5942,BRAS-003,user0048,SUB100048,Myra Reddy,"1, Nehru Marg, Chennai, India",myra.reddy841@yahoo.com,917782639821,917782639658,CUST200048,dynamic,13.04302,80.24078,+917744871264,SUB154051,Saanvi Tiwari
UDP,172.28.93.224,25240,71.228.179.244,53,2025-08-26-23:40:18,2025-08-26-23:43:18,180,164.50.204.97,3642,BRAS-011,user0296,SUB100296,Vivaan Khan,"207, MG Road, Chennai, India",vivaan.khan557@example.in,918474212309,918474212077,CUST200296,dynamic,13.13734,80.22115,+918220399667,SUB462424,Aditya Gupta
TCP,192.168.235.90,63184,98.215.11.237,443,2025-08-23-21:27:54,2025-08-23-21:28:47,53,78.226.98.145,57082,BRAS-005,user0157,SUB100157,Diya Bose,"142, Ring Road, Kolkata, India",diya.bose255@gmail.com,919311219656,919311219234,CUST200157,dynamic,22.59744,88.355,+917316126710,404459772781554,Arjun Jain
ICMP,10.177.1.44,0,64.104.101.22,0,2025-08-24-09:45:55,2025-08-24-09:46:30,35,125.91.96.56,64936,BRAS-009,user0070,SUB100070,Pari Reddy,"154, MG Road, Ahmedabad, India",pari.reddy405@outlook.com,919438156149,919438156840,CUST200070,static,23.03493,72.54171,+916398883117,SUB979857,Ayaan Verma
TCP,152.44.208.142,34677,82.252.111.73,80,2025-08-28-20:36:28,2025-08-28-20:40:25,237,152.44.208.142,0,BRAS-007,user0020,SUB100020,Reyansh Tiwari,"222, Station Rd, Hyderabad, India",reyansh.tiwari286@yahoo.com,916607337543,916607337036,CUST200020,dynamic,17.4073,78.50299,,404453195342935,Pari Nair
TCP,192.168.49.29,34950,71.77.58.27,443,2025-08-27-21:45:49,2025-08-27-21:48:43,174,211.99.98.32,22978,CGNAT-003,user0117,SUB100117,Aadhya Khan,"180, Station Rd, Hyderabad, India",aadhya.khan353@example.in,919908740640,919908740910,CUST200117,static,17.36313,78.46708,,SUB827009,Pari Tiwari
TCP,172.28.75.4,52593,48.161.157.126,443,2025-08-24-13:09:40,2025-08-24-13:13:32,232,156.241.22.221,59387,BRAS-011,user0087,SUB100087,Aarav Iyer,"35, Station Rd, Kolkata, India",aarav.iyer831@outlook.com,916531952058,916531952277,CUST200087,dynamic,22.53426,88.36908,,,Diya Yadav
UDP,100.101.59.97,8705,52.170.248.213,53,2025-08-25-23:03:46,2025-08-25-23:04:19,33,133.38.26.213,12388,BRAS-011,user0067,SUB100067,Krishna Bose,"58, Gandhi Path, Kolkata, India",krishna.bose588@yahoo.com,918519832731,918519832851,CUST200067,static,22.52848,88.33343,,SUB799227,Vivaan Reddy
UDP,100.87.255.251,32765,137.147.156.111,53,2025-08-27-05:19:41,2025-08-27-05:20:34,53,62.225.219.143,26689,BRAS-009,user0015,SUB100015,Sai Patel,"239, Link Road, Mumbai, India",sai.patel136@yahoo.com,919247510799,919247510183,CUST200015,static,19.14025,72.86551,,SUB143635,
TCP,192.168.31.219,37113,17.9.47.123,443,2025-08-28-09:16:38,2025-08-28-09:17:21,43,96.102.94.82,54312,CGNAT-005,user0183,SUB100183,Diya Das,"76, Ring Road, Bengaluru, India",diya.das90@example.in,918443106987,918443106050,CUST200183,dynamic,12.94929,77.56993,+919257619163,SUB896435,Vivaan Mishra
UDP,192.168.130.217,14078,109.126.57.189,53,2025-08-24-17:49:27,2025-08-24-17:49:50,23,145.68.164.67,28581,BRAS-004,user0266,SUB100266,Aarav Verma,"187, MG Road, Ahmedabad, India",aarav.verma645@outlook.com,917673037183,917673037645,CUST200266,static,23.00904,72.58497,+919398829056,404451072617967,Pari Tiwari
UDP,100.84.10.133,12892,194.151.131.147,28224,2025-08-23-01:59:03,2025-08-23-01:59:13,10,30.147.238.215,10181,BRAS-002,user0094,SUB100094,Krishna Pandey,"206, JLN Marg, Delhi, India",krishna.pandey479@yahoo.com,917258313237,917258313589,CUST200094,static,28.57286,77.25853,+918706160719,SUB704620,Sai Sharma
ICMP,71.0.205.234,0,32.158.188.71,0,2025-08-23-03:29:28,2025-08-23-03:31:58,150,71.0.205.234,0,CGNAT-003,user0248,SUB100248,Aarohi Verma,"67, Station Rd, Ahmedabad, India",aarohi.verma120@example.in,918894769735,918894769790,CUST200248,dynamic,22.96756,72.56133,+918472138914,404457676371864,Arjun Chopra
TCP,10.2.133.238,65041,70.244.220.204,5223,2025-08-27-15:38:55,2025-08-27-15:41:38,163,28.134.207.112,23149,BRAS-008,user0053,SUB100053,Reyansh Singh,"74, JLN Marg, Chennai, India",reyansh.singh923@example.in,916969379237,916969379740,CUST200053,static,13.0542,80.26053,+917280792418,SUB952236,Ishaan Iyer
TCP,192.168.237.136,56124,5.224.81.73,80,2025-08-25-21:16:01,2025-08-25-21:18:46,165,141.120.58.156,24194,BRAS-011,user0125,SUB100125,Ira Mehta,"222, Church Street, Hyderabad, India",ira.mehta577@gmail.com,918445877175,918445877556,CUST200125,static,17.37395,78.49695,,404456002084694,Aadhya Shah
ICMP,172.28.228.49,0,41.15.178.190,0,2025-08-29-20:47:53,2025-08-29-20:49:19,86,211.59.5.231,26142,BRAS-009,user0074,SUB100074,Saanvi Das,"237, Ring Road, Bengaluru, India",saanvi.das698@example.in,917312432921,917312432779,CUST200074,dynamic,13.00358,77.59931,+918770269106,SUB449953,Diya Nair
TCP,31.227.97.18,7294,56.145.183.248,80,2025-08-28-16:43:48,2025-08-28-16:48:58,310,31.227.97.18,0,BRAS-006,user0159,SUB100159,Saanvi Iyer,"237, MG Road, Lucknow, India",saanvi.iyer41@outlook.com,917696582710,917696582104,CUST200159,dynamic,26.87639,80.91085,+919106224612,,Ira Nair
UDP,56.104.78.230,19339,61.32.20.65,16487,2025-08-24-11:13:54,2025-08-24-11:14:41,47,56.104.78.230,0,CGNAT-003,user0024,SUB100024,Ira Reddy,"7, MG Road, Mumbai, India",ira.reddy151@outlook.com,919387214895,919387214343,CUST200024,static,19.09637,72.87973,+918223925035,,Sai Mehta
UDP,100.92.141.249,7601,182.97.124.81,29770,2025-08-26-16:06:42,2025-08-26-16:07:11,29,54.160.149.116,16240,BRAS-005,user0022,SUB100022,Ananya Bose,"231, Nehru Marg, Mumbai, India",ananya.bose738@gmail.com,917406088356,917406088595,CUST200022,dynamic,19.0795,72.88426,+917256875867,SUB319613,
TCP,100.118.112.2,25938,52.131.81.143,5061,2025-08-24-17:53:44,2025-08-24-17:55:45,121,157.116.27.177,50221,CGNAT-003,user0074,SUB100074,Saanvi Das,"237, Ring Road, Bengaluru, India",saanvi.das698@example.in,917312432921,917312432779,CUST200074,dynamic,13.00358,77.59931,,SUB462853,Ayaan Verma
TCP,192.168.82.116,34287,214.149.132.123,5222,2025-08-26-22:05:02,2025-08-26-22:06:51,109,5.77.161.152,33728,BRAS-007,user0047,SUB100047,Vihaan Sharma,"181, Nehru Marg, Ahmedabad, India",vihaan.sharma522@yahoo.com,917248086131,917248086127,CUST200047,dynamic,22.97188,72.52799,+919989735625,404452155843060,Krishna Shah
TCP,10.153.216.24,45803,201.190.243.216,443,2025-08-26-07:32:29,2025-08-26-07:37:29,300,214.65.174.228,46829,BRAS-007,user0057,SUB100057,Aarohi Tiwari,"173, Nehru Marg, Delhi, India",aarohi.tiwari378@example.in,916712368516,916712368481,CUST200057,dynamic,28.61606,77.19312,+917490285291,404455203847542,
TCP,100.81.139.138,20073,153.182.38.87,80,2025-08-26-00:53:01,2025-08-26-00:55:50,169,63.175.27.53,47877,BRAS-008,user0209,SUB100209,Arjun Reddy,"170, Church Street, Lucknow, India",arjun.reddy444@gmail.com,919167014508,919167014935,CUST200209,dynamic,26.84463,80.98681,+916227080335,,Arjun Reddy
TCP,10.115.198.98,2457,92.9.138.93,443,2025-08-26-00:44:46,2025-08-26-00:45:22,36,182.139.187.199,53459,CGNAT-005,user0088,SUB100088,Vivaan Patel,"200, MG Road, Chennai, India",vivaan.patel883@yahoo.com,917030548687,917030548034,CUST200088,dynamic,13.13007,80.2755,+919169828201,404453145287201,Riya Mishra
UDP,100.122.48.36,29686,58.130.179.125,53,2025-08-27-13:20:50,2025-08-27-13:21:20,30,108.148.75.203,6886,BRAS-009,user0036,SUB100036,Aadhya Gupta,"170, Ring Road, Mumbai, India",aadhya.gupta314@outlook.com,916367837770,916367837436,CUST200036,dynamic,19.04842,72.89261,+917140071506,404451128561403,Ananya Sharma
ICMP,172.19.129.150,0,216.141.17.222,0,2025-08-29-13:53:16,2025-08-29-13:55:31,135,218.136.155.33,39394,CGNAT-001,user0174,SUB100174,Ananya Tiwari,"230, Nehru Marg, Bengaluru, India",ananya.tiwari31@outlook.com,918787598564,918787598059,CUST200174,static,12.92415,77.63888,+917417043630,404454980577705,
UDP,172.17.112.136,11428,64.25.161.247,18024,2025-08-29-19:07:26,2025-08-29-19:08:13,47,181.4.205.176,61045,BRAS-009,user0019,SUB100019,Muhammad Nair,"172, Church Street, Pune, India",muhammad.nair822@example.in,917158692322,917158692025,CUST200019,dynamic,18.49567,73.87622,+917924002703,404454408774123,Vivaan Mehta
TCP,192.168.36.67,19276,104.210.168.67,443,2025-08-27-06:04:00,2025-08-27-06:06:01,121,219.198.172.56,29590,BRAS-003,user0253,SUB100253,Sara Patel,"47, Ring Road, Pune, India",sara.patel462@yahoo.com,917479552763,917479552556,CUST200253,static,18.59301,73.86975,,,Anika Patel
TCP,10.158.246.59,43925,140.69.179.109,443,2025-08-26-15:24:38,2025-08-26-15:26:18,100,13.89.121.192,38550,BRAS-006,user0096,SUB100096,Arjun Khan,"245, JLN Marg, Jaipur, India",arjun.khan651@outlook.com,916182422535,916182422414,CUST200096,dynamic,26.9009,75.83114,+916490437317,404453866882879,Arjun Nair
UDP,172.25.164.100,5439,209.57.230.217,25200,2025-08-23-06:30:26,2025-08-23-06:31:37,71,182.104.78.26,6073,BRAS-004,user0030,SUB100030,Ananya Bose,"193, Gandhi Path, Hyderabad, India",ananya.bose285@example.in,916162720465,916162720755,CUST200030,dynamic,17.33451,78.47665,+917460750577,404458092713712,
TCP,192.168.185.37,35997,201.114.211.142,443,2025-08-29-11:51:01,2025-08-29-11:52:45,104,45.205.246.94,11032,BRAS-006,user0273,SUB100273,Aarav Gupta,"242, Church Street, Chennai, India",aarav.gupta80@yahoo.com,919170586509,919170586801,CUST200273,static,13.0888,80.24044,+919493094531,,Aadhya Jain
TCP,10.128.59.216,4749,42.192.152.89,443,2025-08-29-17:04:41,2025-08-29-17:07:35,174,129.39.140.250,59668,BRAS-005,user0097,SUB100097,Arjun Nair,"222, MG Road, Lucknow, India",arjun.nair846@gmail.com,918981829922,918981829959,CUST200097,static,26.81349,80.91936,+918495952253,404452982922068,
TCP,61.238.213.107,57495,146.232.200.178,5222,2025-08-23-10:10:05,2025-08-23-10:13:42,217,61.238.213.107,0,CGNAT-004,user0185,SUB100185,Reyansh Reddy,"194, Ring Road, Mumbai, India",reyansh.reddy995@example.in,916477434902,916477434158,CUST200185,static,19.07634,72.91757,+918123903527,SUB855903,Ayaan Rao
TCP,172.27.93.5,17291,17.43.195.97,443,2025-08-26-04:56:53,2025-08-26-04:58:11,78,28.32.216.108,47779,BRAS-001,user0196,SUB100196,Arjun Mehta,"186, Church Street, Pune, India",arjun.mehta352@outlook.com,917096520744,917096520660,CUST200196,dynamic,18.50625,73.87048,+917978963037,404456806559502,
ICMP,100.107.92.148,0,134.105.186.97,0,2025-08-26-23:34:09,2025-08-26-23:35:29,80,193.23.22.105,26911,CGNAT-001,user0138,SUB100138,Aarohi Singh,"197, JLN Marg, Kolkata, India",aarohi.singh699@outlook.com,919547935646,919547935193,CUST200138,static,22.54971,88.33053,+917292072407,404451174079695,Ishaan Mehta
TCP,100.112.26.187,62422,128.206.154.253,443,2025-08-23-18:11:40,2025-08-23-18:14:51,191,64.93.180.74,35330,BRAS-005,user0287,SUB100287,Vivaan Nair,"62, Ring Road, Mumbai, India",vivaan.nair428@outlook.com,918608432562,918608432689,CUST200287,static,19.0817,72.83406,+916683176048,,Arjun Sharma
TCP,52.246.240.222,5835,215.137.198.37,5222,2025-08-27-04:12:23,2025-08-27-04:16:19,236,52.246.240.222,0,CGNAT-003,user0272,SUB100272,Vihaan Mehta,"94, Church Street, Delhi, India",vihaan.mehta51@yahoo.com,916022031731,916022031967,CUST200272,static,28.6063,77.20422,,404457066018716,Diya Rao
TCP,192.168.95.166,32954,55.47.159.183,80,2025-08-26-23:14:43,2025-08-26-23:19:23,280,6.28.186.73,21638,BRAS-005,user0050,SUB100050,Aarohi Das,"185, Park Street, Mumbai, India",aarohi.das16@example.in,919662702895,919662702718,CUST200050,dynamic,19.06466,72.91668,+916357819961,,Saanvi Khan
TCP,172.26.98.153,26999,4.49.89.240,80,2025-08-28-15:59:04,2025-08-28-16:01:05,121,203.51.227.199,20814,BRAS-009,user0023,SUB100023,Diya Iyer,"54, Gandhi Path, Chennai, India",diya.iyer294@yahoo.com,919482366299,919482366680,CUST200023,dynamic,13.10884,80.27741,+919110652897,SUB325844,Krishna Iyer
TCP,100.109.159.255,58851,33.98.209.184,80,2025-08-26-01:52:10,2025-08-26-01:54:11,121,119.23.167.204,25375,BRAS-008,user0088,SUB100088,Vivaan Patel,"200, MG Road, Chennai, India",vivaan.patel883@yahoo.com,917030548687,917030548034,CUST200088,dynamic,13.13007,80.2755,+917194044249,,Myra Nair
